run_number,prompt_num,clean,corrupted,restored_token,restored
653,6560,"(' Toyota', 0.15853698551654816)","(' the', 4.3057050788775086e-05)",0,"[(' the', 0.0001473450829507783), (' the', 0.00010381392348790541), (' the', 2.2452888515545055e-05), (' the', 8.047017217904795e-06), (' the', 1.923405761772301e-05), (' the', 0.0001471423456678167), (' the', 8.048289600992575e-05), (' the', 0.0002672559639904648), (' the', 7.36626170692034e-05), (' the', 1.891593683467363e-06), (' the', 6.187849794514477e-05), (' the', 8.059280662564561e-05), (' the', 2.7959355065831915e-05), (' the', 0.00046228431165218353), (' the', 1.3028415196458809e-05), (' the', 4.71700059279101e-06), (' the', 2.4555588424846064e-06), (' the', 4.2835115891648456e-05), (' the', 0.0001075703912647441), (' the', 3.6785836527997162e-06), (' the', 0.00017233665857929736), (' the', 3.8542300899280235e-05), (' the', 1.8248150809085928e-05), (' the', 9.817237150855362e-05)]"
653,6560,"(' Toyota', 0.15853698551654816)","(' the', 4.3057050788775086e-05)",1,"[(' the', 0.038901861757040024), (' the', 0.015008523128926754), (' the', 0.008368764072656631), (' the', 0.00535306241363287), (' the', 0.03153875470161438), (' the', 0.011423718184232712), (' the', 0.023731669411063194), (' the', 0.040349483489990234), (' the', 0.0019629255402833223), (' the', 0.007898304611444473), (' the', 0.002133490052074194), (' the', 0.13374578952789307), (' the', 0.005704069044440985), (' the', 0.04706067964434624), (' the', 0.003168955445289612), (' the', 0.002719855634495616), (' the', 0.014014651998877525), (' the', 0.0005067145684733987), (' the', 0.008114941418170929), (' the', 0.0001829750108299777), (' the', 0.00016209007299039513), (' the', 0.0005504440050572157), (' the', 0.0002634737465996295), (' the', 1.238498771272134e-05)]"
653,6560,"(' Toyota', 0.15853698551654816)","(' the', 4.3057050788775086e-05)",2,"[(' the', 7.264806481543928e-05), (' the', 7.677788380533457e-05), (' the', 5.109178164275363e-05), (' the', 4.3899697629967704e-05), (' the', 0.00039864153950475156), (' the', 0.0004606641305144876), (' the', 0.0001331088278675452), (' the', 3.0507470000884496e-05), (' the', 0.00011212426034035161), (' the', 0.00023920081730466336), (' the', 0.0001707921182969585), (' the', 2.4083097741822712e-05), (' the', 3.085601201746613e-05), (' the', 0.00043612660374492407), (' the', 7.041565550025553e-05), (' the', 3.874238609569147e-05), (' the', 7.982770330272615e-05), (' the', 4.694339804700576e-05), (' the', 6.982338618399808e-06), (' the', 2.9446375265251845e-05), (' the', 0.0002062141866190359), (' the', 4.945091131958179e-05), (' the', 8.199248259188607e-05), (' the', 5.655760833178647e-05)]"
653,6560,"(' Toyota', 0.15853698551654816)","(' the', 4.3057050788775086e-05)",3,"[(' the', 0.00012141672050347552), (' the', 5.300670090946369e-05), (' the', 1.660991256358102e-05), (' the', 1.4735003787791356e-05), (' the', 6.0671238315990195e-05), (' the', 1.375425017613452e-05), (' the', 7.84713301982265e-06), (' the', 0.00012200619676150382), (' the', 3.823743463726714e-05), (' the', 7.098737842170522e-05), (' the', 5.072477870271541e-05), (' the', 4.021600398118608e-05), (' the', 5.465352296596393e-05), (' the', 7.059759082039818e-05), (' the', 8.478830568492413e-05), (' the', 1.3034780749876518e-05), (' the', 2.3503724150941707e-05), (' the', 5.2516363211907446e-05), (' the', 0.00020997971296310425), (' the', 7.690451639064122e-06), (' the', 0.0011471441248431802), (' the', 0.00011475906649138778), (' the', 3.734250640263781e-05), (' the', 1.2860131015646203e-10)]"
653,6560,"(' Toyota', 0.15853698551654816)","(' the', 4.3057050788775086e-05)",4,"[(' the', 3.447261769906618e-05), (' the', 0.00018363381968811154), (' the', 0.0001074359897756949), (' the', 0.0004250981437508017), (' the', 0.0001037657493725419), (' the', 7.329007348744199e-05), (' the', 2.940410195151344e-05), (' the', 0.0001278213458135724), (' the', 0.00019384280312806368), (' the', 0.0002462787670083344), (' the', 2.0499492165981792e-05), (' the', 0.00028863863553851843), (' the', 0.0001707119808997959), (' the', 5.137425978318788e-05), (' the', 0.0013374381233006716), (' the', 0.0001664460578467697), (' the', 3.47879649780225e-05), (' the', 0.0002639488084241748), (' the', 0.0001782664330676198), (' the', 0.00012404950393829495), (' the', 0.002928715432062745), (' the', 8.353745215572417e-06), (' the', 1.8418804756947793e-05), (' the', 4.330768570071086e-05)]"
654,6562,"(' Paris', 0.04053081199526787)","(' New', 0.0043364097364246845)",0,"[(' New', 0.0086013562977314), (' New', 0.008838449604809284), (' d', 0.0009425543830730021), (' London', 0.01359256450086832), (' the', 0.0019094782182946801), (' New', 0.009108338505029678), (' New', 0.017042459920048714), (' the', 5.549531488213688e-05), (' New', 0.007596626877784729), (' New', 0.003616760717704892), (' New', 0.014313618652522564), (' New', 0.0071921874769032), (' New', 0.00675493897870183), (' New', 0.018749520182609558), (' G', 0.001588819082826376), (' New', 0.03181559965014458), (' New', 0.014962797053158283), (' the', 0.007369203492999077), (' the', 0.00017392261361237615), (' New', 0.0032444524113088846), (' New', 0.0056320964358747005), (' New', 0.006433108355849981), (' New', 0.00588351022452116), (' New', 0.003737770253792405)]"
654,6562,"(' Paris', 0.04053081199526787)","(' New', 0.0043364097364246845)",1,"[(' Paris', 0.08201610296964645), (' Paris', 0.054490070790052414), (' New', 0.03262627124786377), (' the', 0.013597269542515278), (' Paris', 0.07968946546316147), (' D', 0.024742210283875465), (' New', 0.05499347671866417), (' the', 0.014939500018954277), (' New', 0.02485213242471218), (' New', 0.04946598783135414), (' the', 0.022812308743596077), (' New', 0.028700128197669983), (' Paris', 0.06760416179895401), (' the', 0.05366737022995949), (' Paris', 0.08263088017702103), (' the', 0.011077170260250568), (' Paris', 0.05208074301481247), (' New', 0.023853609338402748), (' the', 0.03982531651854515), (' New', 0.018216976895928383), (' the', 0.0217560026794672), (' the', 0.008292809128761292), (' New', 0.007701005320996046), (' New', 0.0062653361819684505)]"
654,6562,"(' Paris', 0.04053081199526787)","(' New', 0.0043364097364246845)",2,"[(' the', 0.005646051838994026), (' G', 0.0017760858172550797), (' New', 0.004924921318888664), (' New', 0.009460697881877422), (' New', 0.005525919143110514), (' New', 0.002012852346524596), (' the', 0.0009868721244856715), (' New', 0.0026749076787382364), (' New', 0.002491988008841872), (' New', 0.005035575479269028), (' New', 0.012554693035781384), (' the', 0.002739631338045001), (' New', 0.007007713429629803), (' G', 0.0008766066748648882), (' the', 0.012921802699565887), (' New', 0.016106674447655678), (' Chicago', 0.009837478399276733), (' New', 0.01568482629954815), (' New', 0.019959475845098495), (' the', 0.00011815429024863988), (' New', 0.00191062584053725), (' the', 0.0007383924094028771), (' Boston', 0.00016907161625567824), (' New', 0.00313981669023633)]"
654,6562,"(' Paris', 0.04053081199526787)","(' New', 0.0043364097364246845)",3,"[(' New', 0.003916941117495298), (' New', 0.003670812351629138), (' New', 0.009241982363164425), (' New', 0.004174079280346632), (' New', 0.00827282015234232), (' New', 0.004976331721991301), (' London', 0.009189164265990257), (' London', 0.007093382999300957), (' New', 0.010141787119209766), (' New', 0.006168800871819258), (' the', 0.009202325716614723), (' London', 0.012237681075930595), (' New', 0.008356046862900257), (' the', 0.005696576554328203), (' New', 0.007954019121825695), (' the', 0.007457531522959471), (' New', 0.005496646277606487), (' New', 0.012395625934004784), (' New', 0.001042684423737228), (' New', 0.006132579408586025), (' New', 0.0026720180176198483), (' New', 0.003147192532196641), (' New', 0.007185138296335936), (' New', 0.010420018807053566)]"
655,6572,"(' Islam', 0.20158617198467255)","(' the', 0.061484962701797485)",0,"[(' the', 0.0018884309101849794), (' the', 2.5627394279581495e-05), (' the', 0.04879293590784073), (' the', 0.0009139728499576449), (' the', 0.006465487647801638), (' the', 0.02429073117673397), (' the', 0.002481073373928666), (' the', 0.002492174506187439), (' the', 0.019000407308340073), (' the', 0.0014452460454776883), (' the', 0.00989773590117693), (' the', 0.0547381229698658), (' the', 0.00045542282168753445), (' the', 0.0005227714427746832), (' the', 0.018915832042694092), (' the', 0.00579690421000123), (' the', 0.009560169652104378), (' the', 0.00417224271222949), (' the', 0.0046026636846363544), (' the', 0.004341666121035814), (' the', 0.006479255855083466), (' the', 0.007453907281160355), (' the', 0.015858927741646767), (' the', 0.05528459697961807)]"
655,6572,"(' Islam', 0.20158617198467255)","(' the', 0.061484962701797485)",1,"[(' the', 0.0008891707984730601), (' the', 0.064930759370327), (' the', 0.004202151205390692), (' the', 0.006606319919228554), (' the', 0.005708578508347273), (' the', 0.0881468877196312), (' the', 0.005990771111100912), (' the', 0.004524779971688986), (' the', 0.003144560381770134), (' the', 0.0037140215281397104), (' the', 0.023696843534708023), (' the', 0.05305983126163483), (' the', 0.010103665292263031), (' the', 0.003323460230603814), (' the', 0.0007651199121028185), (' the', 0.021207066252827644), (' the', 0.0004598618543241173), (' the', 0.0011614094255492091), (' the', 0.022507132962346077), (' the', 0.0023192432709038258), (' the', 0.006535928230732679), (' the', 0.006399122066795826), (' the', 0.0032562576234340668), (' the', 0.0019735400564968586)]"
655,6572,"(' Islam', 0.20158617198467255)","(' the', 0.061484962701797485)",2,"[(' the', 0.004230190999805927), (' the', 0.0018058547284454107), (' the', 0.012724608182907104), (' the', 0.007174390833824873), (' the', 0.004065500572323799), (' the', 0.0010129621950909495), (' the', 0.0858728215098381), (' the', 0.012812756933271885), (' the', 0.003584811696782708), (' the', 0.018467077985405922), (' the', 0.0024107638746500015), (' the', 0.015332845970988274), (' the', 0.017123239114880562), (' the', 0.0003194246964994818), (' the', 0.00010659771942300722), (' the', 0.003925199620425701), (' the', 0.0058130440302193165), (' the', 0.023024393245577812), (' the', 0.006373991724103689), (' the', 0.0008542478317394853), (' the', 0.006837634369730949), (' the', 0.05778718739748001), (' the', 0.0025339541025459766), (' the', 0.003729898715391755)]"
655,6572,"(' Islam', 0.20158617198467255)","(' the', 0.061484962701797485)",3,"[(' the', 0.020936673507094383), (' the', 0.001332371379248798), (' the', 0.01175032090395689), (' the', 0.0010424378560855985), (' the', 0.048230063170194626), (' the', 0.008434110321104527), (' the', 0.005764538422226906), (' the', 0.019092606380581856), (' the', 0.21277058124542236), (' the', 0.0015336856013163924), (' the', 0.002286123111844063), (' the', 0.004453558009117842), (' the', 0.02291012369096279), (' the', 0.0007432439015246928), (' the', 0.005912713706493378), (' the', 0.014869448728859425), (' the', 0.0027539606671780348), (' the', 0.1443147212266922), (' the', 0.0005097092362120748), (' the', 0.00854197982698679), (' the', 0.006110381800681353), (' the', 0.036487702280282974), (' the', 0.0030717598274350166), (' the', 0.0029015580657869577)]"
655,6572,"(' Islam', 0.20158617198467255)","(' the', 0.061484962701797485)",4,"[(' my', 0.05383889749646187), (' my', 0.031608808785676956), (' the', 2.406912790320348e-05), (' the', 0.010404837317764759), (' the', 0.017352716997265816), (' the', 0.027886362746357918), (' the', 4.6851360821165144e-05), (' the', 0.003512909635901451), (' the', 0.005226696841418743), (' the', 0.008758689276874065), (' the', 0.00027963187312707305), (' the', 0.014912514947354794), (' the', 0.005445854738354683), (' the', 0.001975760795176029), (' the', 0.0010081668151542544), (' the', 0.0038813347928225994), (' the', 0.0007933437009342015), (' the', 0.00169934774748981), (' the', 0.008947308175265789), (' the', 0.0006752483313903213), (' the', 0.0032639659475535154), (' the', 0.00729354377835989), (' the', 0.005709386430680752), (' the', 0.04370879754424095)]"
656,6582,"(' Apple', 0.4385654032230377)","(' the', 0.0017539206892251968)",0,"[(' the', 0.0024852321948856115), (' the', 0.0017604585736989975), (' the', 0.0007625043508596718), (' the', 0.001307465136051178), (' the', 0.001398534863255918), (' the', 0.0016997469356283545), (' the', 0.00013953160669188946), (' the', 0.0037433404941111803), (' the', 0.00042970877257175744), (' the', 0.0008602520101703703), (' the', 0.0007431822014041245), (' the', 0.0006646595429629087), (' the', 0.001875693560577929), (' the', 0.00020831332949455827), (' the', 0.0007341312011703849), (' the', 0.00020343679352663457), (' the', 0.0013476277235895395), (' the', 0.0018863105215132236), (' the', 0.0006458821590058506), (' the', 0.0009061440941877663), (' the', 0.0005171485245227814), (' the', 0.0006081123137846589), (' the', 0.0006639283965341747), (' the', 0.0005335186724551022)]"
656,6582,"(' Apple', 0.4385654032230377)","(' the', 0.0017539206892251968)",1,"[(' the', 0.0020644040778279305), (' the', 0.1713506579399109), (' the', 0.2315463274717331), (' Apple', 0.32673510909080505), (' Apple', 0.3379724621772766), (' the', 0.19834844768047333), (' Apple', 0.3679317235946655), (' Apple', 0.24542026221752167), (' the', 0.20239728689193726), (' the', 0.23401470482349396), (' the', 0.14599491655826569), (' the', 0.16812360286712646), (' the', 0.12144869565963745), (' the', 0.08453255891799927), (' the', 0.03126290440559387), (' the', 0.010693635791540146), (' the', 0.053421489894390106), (' the', 0.06346893310546875), (' the', 0.026084136217832565), (' the', 0.006398885045200586), (' the', 0.005215928424149752), (' the', 0.0017084364080801606), (' the', 0.0016423921333625913), (' the', 0.0003989582182839513)]"
657,6584,"(' Antarctica', 0.591880738735199)","(' the', 0.006706747226417065)",0,"[(' the', 0.011644240468740463), (' the', 0.008034891448915005), (' Africa', 0.03533506393432617), (' Africa', 0.06649420410394669), (' the', 0.01593656837940216), (' Ar', 0.0023597730323672295), (' the', 0.010321932844817638), (' the', 0.01788242720067501), (' the', 0.005451628938317299), (' Antarctica', 0.11308915913105011), (' the', 0.0039959619753062725), (' the', 0.0020548540633171797), (' the', 0.0022036542650312185), (' Africa', 0.030099429190158844), (' Africa', 0.028734024614095688), (' the', 0.022964943200349808), (' Antarctica', 0.07711519300937653), (' Africa', 0.02183801680803299), (' the', 0.0017140598502010107), (' Africa', 0.041876353323459625), (' the', 0.00486943731084466), (' the', 0.03741094842553139), (' Antarctica', 0.12770521640777588), (' Africa', 0.03259187564253807)]"
657,6584,"(' Antarctica', 0.591880738735199)","(' the', 0.006706747226417065)",1,"[(' the', 0.14223657548427582), (' Antarctica', 0.22493796050548553), (' the', 0.07490285485982895), (' Antarctica', 0.17911456525325775), (' Antarctica', 0.12261809408664703), (' Antarctica', 0.32770898938179016), (' the', 0.018701352179050446), (' the', 0.04029262065887451), (' Antarctica', 0.4468119144439697), (' the', 0.006002809386700392), (' the', 0.025207338854670525), (' Antarctica', 0.1578335464000702), (' Antarctica', 0.1528235673904419), (' the', 0.09713059663772583), (' Europe', 0.05929028242826462), (' the', 0.017806526273489), (' the', 0.028653986752033234), (' Antarctica', 0.09009671211242676), (' Antarctica', 0.33986037969589233), (' Antarctica', 0.2044675350189209), (' the', 0.014744758605957031), (' the', 0.007423796691000462), (' the', 0.03550919517874718), (' Ar', 0.04903515800833702)]"
657,6584,"(' Antarctica', 0.591880738735199)","(' the', 0.006706747226417065)",2,"[(' the', 0.14735865592956543), (' Antarctica', 0.5388310551643372), (' Antarctica', 0.33502331376075745), (' Antarctica', 0.41421714425086975), (' Antarctica', 0.316036194562912), (' Antarctica', 0.27972644567489624), (' Antarctica', 0.36251628398895264), (' the', 0.06363113224506378), (' Antarctica', 0.2608988881111145), (' the', 0.214247927069664), (' Antarctica', 0.445132851600647), (' Antarctica', 0.2742651700973511), (' Antarctica', 0.33619850873947144), (' Antarctica', 0.27270838618278503), (' Antarctica', 0.46400192379951477), (' the', 0.00745251914486289), (' Antarctica', 0.3229641616344452), (' Antarctica', 0.21575333178043365), (' the', 0.04770994186401367), (' Antarctica', 0.07701621204614639), (' Antarctica', 0.0470934696495533), (' the', 0.020864592865109444), (' the', 0.002154632704332471), (' the', 0.005728279240429401)]"
658,6596,"(' Google', 0.39036425948143005)","(' the', 0.0013845874927937984)",0,"[(' the', 0.013215803541243076), (' the', 0.019127875566482544), (' the', 0.0029918502550572157), (' the', 0.003624053904786706), (' the', 0.007337252143770456), (' the', 0.004780787043273449), (' the', 0.007440196815878153), (' the', 0.0024856417439877987), (' the', 0.007538737263530493), (' the', 0.010421917773783207), (' the', 0.014499997720122337), (' the', 0.0025381019804626703), (' the', 0.002138799522072077), (' the', 0.005197629798203707), (' the', 0.006894849240779877), (' the', 0.0052961367182433605), (' the', 0.00508361030369997), (' the', 0.006250955630093813), (' the', 0.026329848915338516), (' the', 0.007458443753421307), (' the', 0.008730224333703518), (' the', 0.07234321534633636), (' the', 0.009151269681751728), (' the', 0.003580074990168214)]"
658,6596,"(' Google', 0.39036425948143005)","(' the', 0.0013845874927937984)",1,"[(' Google', 0.2643648684024811), (' Google', 0.31872817873954773), (' Google', 0.24328449368476868), (' the', 0.17712059617042542), (' Google', 0.305741548538208), (' the', 0.18847335875034332), (' the', 0.18455089628696442), (' Google', 0.2708699107170105), (' the', 0.10562977939844131), (' the', 0.06153495982289314), (' the', 0.04278545081615448), (' the', 0.08935728669166565), (' the', 0.03391167148947716), (' the', 0.054792944341897964), (' the', 0.013984744437038898), (' the', 0.04801742732524872), (' a', 0.033184751868247986), (' the', 0.028512440621852875), (' the', 0.006553486920893192), (' the', 0.006570052355527878), (' the', 0.004343494772911072), (' the', 0.009869278408586979), (' the', 0.0037831852678209543), (' the', 0.01208537444472313)]"
659,6609,"(' Toyota', 0.40192297101020813)","(' the', 2.3809059712220915e-05)",0,"[(' the', 0.00013895730080548674), (' the', 5.236227298155427e-05), (' the', 6.282485992414877e-05), (' the', 1.777522629708983e-05), (' the', 9.571181726641953e-05), (' the', 0.00010065553215099499), (' the', 3.055500201298855e-05), (' the', 0.0001070936195901595), (' the', 2.4385912183788605e-05), (' the', 0.00020303111523389816), (' the', 5.95721612626221e-05), (' the', 2.781477087410167e-05), (' the', 1.437873379472876e-05), (' the', 0.0005509597831405699), (' the', 3.781686973525211e-05), (' the', 1.4480671779892873e-05), (' the', 0.00012713733303826302), (' the', 6.449504144256935e-05), (' the', 2.7236546884523705e-05), (' the', 7.372107211267576e-05), (' the', 0.00015398976393043995), (' the', 9.574197974870913e-06), (' the', 1.3689316801901441e-05), (' the', 6.187602411955595e-05)]"
659,6609,"(' Toyota', 0.40192297101020813)","(' the', 2.3809059712220915e-05)",1,"[(' the', 0.00020165849127806723), (' the', 0.015811344608664513), (' the', 0.05328979715704918), (' the', 0.010481374338269234), (' the', 0.009417793713510036), (' the', 0.0002909274189732969), (' the', 0.04640137776732445), (' the', 6.521183422592003e-06), (' the', 0.0077004325576126575), (' the', 0.00048260187031701207), (' the', 0.012508101761341095), (' the', 0.027726706117391586), (' the', 0.04725680500268936), (' the', 0.007730458397418261), (' the', 0.0015616539167240262), (' the', 0.0019846882205456495), (' the', 0.0020969517063349485), (' the', 0.0008901625988073647), (' the', 0.005410028155893087), (' the', 0.0029325082432478666), (' the', 0.004106661770492792), (' the', 0.00144963338971138), (' the', 2.7918096748180687e-05), (' the', 0.0002286379021825269)]"
659,6609,"(' Toyota', 0.40192297101020813)","(' the', 2.3809059712220915e-05)",2,"[(' the', 4.332542448537424e-05), (' the', 5.434344075183617e-06), (' the', 6.247088458621874e-05), (' the', 5.647540820064023e-05), (' the', 0.0003402833826839924), (' the', 0.00019175594206899405), (' the', 4.7548473958158866e-05), (' the', 0.002453307155519724), (' the', 0.00023193031665869057), (' the', 0.00034133484587073326), (' the', 0.00011764080409193411), (' the', 2.641136416059453e-05), (' the', 7.122733950382099e-05), (' the', 0.0001118697109632194), (' the', 3.230434958823025e-05), (' the', 6.656400364590809e-05), (' the', 5.996253457851708e-05), (' the', 1.0925280548690353e-05), (' the', 4.490662831813097e-05), (' the', 0.00010994088370352983), (' the', 1.5008227819635067e-05), (' the', 2.8480491891968995e-05), (' the', 0.00010785969061544165), (' the', 0.0001136183927883394)]"
659,6609,"(' Toyota', 0.40192297101020813)","(' the', 2.3809059712220915e-05)",3,"[(' the', 2.5088533220696263e-05), (' the', 0.00021836455562151968), (' the', 0.00018881462165154517), (' the', 7.540337537648156e-05), (' the', 0.00031043251510709524), (' the', 5.695559229934588e-05), (' the', 4.771815656567924e-05), (' the', 0.002567342249676585), (' the', 0.00027105899062007666), (' the', 0.0019106552936136723), (' the', 0.0007547661080025136), (' the', 0.005156086757779121), (' the', 0.0023280619643628597), (' the', 4.3083746277261525e-05), (' the', 0.0002480059920344502), (' the', 0.00025142368394881487), (' the', 0.00027146172942593694), (' the', 0.00021197371825110167), (' the', 0.00010841476614587009), (' the', 5.18685337738134e-05), (' the', 0.0001808459492167458), (' the', 9.738429071148857e-05), (' the', 3.772912532440387e-05), (' the', 7.583380647702143e-05)]"
660,6636,"(' Honda', 0.25058162212371826)","(' the', 0.00023739319294691086)",0,"[(' the', 8.384934335481375e-05), (' the', 7.706293399678543e-05), (' the', 0.0001547526044305414), (' the', 5.261379556031898e-05), (' the', 6.051115633454174e-05), (' the', 0.00010376819409430027), (' the', 0.00010151860624318942), (' developing', 9.038427378982306e-05), (' the', 0.0001110688826884143), (' the', 8.55001198942773e-05), (' the', 0.00011923563579330221), (' the', 3.347365418449044e-05), (' the', 0.0001790711539797485), (' the', 2.4245373424491845e-05), (' the', 5.359414717531763e-05), (' the', 1.589534258528147e-05), (' the', 6.689687870675698e-05), (' the', 0.00010494066373212263), (' the', 4.547793650999665e-05), (' the', 9.622461948310956e-05), (' the', 0.0003984157519880682), (' the', 1.7152751752291806e-05), (' the', 2.506197415641509e-05), (' the', 2.1768768419860862e-05)]"
660,6636,"(' Honda', 0.25058162212371826)","(' the', 0.00023739319294691086)",1,"[(' the', 0.00017139085684902966), (' the', 0.00203914032317698), (' the', 0.02788977324962616), (' the', 0.04420455917716026), (' the', 0.12313034385442734), (' the', 0.12115995585918427), (' the', 0.017169291153550148), (' the', 0.034264616668224335), (' the', 0.03414103761315346), (' the', 0.011103720404207706), (' the', 0.01321575790643692), (' the', 0.0744551569223404), (' the', 0.08559685945510864), (' the', 0.008244997821748257), (' the', 0.023248232901096344), (' the', 0.019848760217428207), (' the', 0.002729335566982627), (' the', 0.014392131939530373), (' the', 0.012610357254743576), (' the', 0.0037989909760653973), (' the', 0.008090433664619923), (' the', 0.0013207098236307502), (' the', 0.00042841958929784596), (' the', 1.347722081845859e-05)]"
660,6636,"(' Honda', 0.25058162212371826)","(' the', 0.00023739319294691086)",2,"[(' the', 0.00038204481825232506), (' the', 0.00014870031736791134), (' the', 0.0001338542642770335), (' the', 0.00038186684832908213), (' the', 0.0005191037198528647), (' the', 0.00032264768378809094), (' the', 0.004255902022123337), (' the', 0.0003974639985244721), (' the', 0.0013265953166410327), (' the', 0.00018659468332771212), (' Fit', 3.117151209153235e-05), (' the', 0.0005581061122938991), (' the', 6.443967868108302e-05), (' the', 0.00038577819941565394), (' the', 6.272557948250324e-05), (' the', 0.00021346496941987425), (' the', 0.0003132052079308778), (' the', 0.0005563780432567), (' the', 0.0006196825997903943), (' the', 0.0002802167146001011), (' the', 3.43994252034463e-05), (' the', 1.4195943549566437e-05), (' the', 2.9764649298158474e-05), (' the', 1.0380564162915107e-05)]"
661,6637,"(' Spanish', 0.0653737261891365)","(' a', 0.055991657078266144)",0,"[(' English', 0.05734730139374733), (' a', 0.07586610317230225), (' a', 0.05302738398313522), (' a', 0.01089612115174532), (' a', 0.055145084857940674), (' a', 0.07747966796159744), (' a', 0.0507054403424263), (' Spanish', 0.09786976128816605), (' a', 0.07823154330253601), (' a', 0.07090730220079422), (' Spanish', 0.0904155820608139), (' a', 0.06331158429384232), (' a', 0.07714764773845673), (' Spanish', 0.12278851866722107), (' Spanish', 0.09456400573253632), (' Spanish', 0.09390510618686676), (' Spanish', 0.0830676332116127), (' Spanish', 0.09326093643903732), (' a', 0.06128741800785065), (' a', 0.06304969638586044), (' Spanish', 0.13742658495903015), (' Spanish', 0.07842150330543518), (' a', 0.07731488347053528), (' Spanish', 0.07959018647670746)]"
662,6648,"(' French', 0.15007519721984863)","(' the', 0.0026381209027022123)",0,"[(' the', 0.005689601879566908), (' the', 0.005189728923141956), (' the', 0.000178947375388816), (' the', 0.004441028460860252), (' the', 0.001225787214934826), (' the', 0.0016300834249705076), (' the', 0.0038476702757179737), (' C', 0.00040773258660919964), (' the', 0.0012489566579461098), (' the', 0.0038778912276029587), (' the', 0.0006640971405431628), (' the', 0.0024126681964844465), (' the', 0.0010215676156803966), (' the', 0.0007960671791806817), (' the', 0.0003877064445987344), (' the', 0.0005847701104357839), (' the', 0.0024081964511424303), (' the', 0.00015246609109453857), (' the', 0.001205451670102775), (' the', 0.0027692383155226707), (' the', 0.0015053102979436517), (' the', 0.00169286853633821), (' the', 0.0008021589019335806), (' the', 0.0021773879416286945)]"
662,6648,"(' French', 0.15007519721984863)","(' the', 0.0026381209027022123)",1,"[(' the', 0.002675937255844474), (' the', 0.001073053223080933), (' the', 0.0007299649296328425), (' the', 0.005402869079262018), (' the', 0.0009021007572300732), (' the', 0.0007100927759893239), (' the', 0.00242335326038301), (' the', 0.00040535099105909467), (' the', 0.0033298474736511707), (' the', 0.0022099297493696213), (' the', 0.006245998665690422), (' the', 0.0002560504653956741), (' the', 0.0007798062870278955), (' the', 0.006252430845052004), (' the', 4.9995713197859004e-05), (' the', 0.005548317916691303), (' the', 0.0015320958336815238), (' the', 0.00016814273840282112), (' the', 0.0027721321675926447), (' the', 0.00407250365242362), (' the', 0.0009629385895095766), (' the', 0.0011771355057135224), (' the', 0.003849030937999487), (' the', 0.003117971820756793)]"
662,6648,"(' French', 0.15007519721984863)","(' the', 0.0026381209027022123)",2,"[(' the', 0.0002117630501743406), (' the', 0.00405568303540349), (' the', 0.0013229860924184322), (' the', 0.0002897318918257952), (' the', 0.0005230153328739107), (' the', 0.0014216233976185322), (' the', 0.02222633920609951), (' the', 0.007254031952470541), (' the', 0.03126320242881775), (' the', 0.0785086378455162), (' the', 0.009911972098052502), (' the', 0.010917345993220806), (' the', 0.07821309566497803), (' the', 0.047611504793167114), (' the', 0.003716043196618557), (' the', 0.006299231667071581), (' the', 0.013830157928168774), (' the', 0.004395576659590006), (' the', 0.0006760299438610673), (' the', 0.0014408844290301204), (' the', 0.038453955203294754), (' the', 0.0008395452168770134), (' the', 0.0013675641966983676), (' the', 0.0001530763111077249)]"
662,6648,"(' French', 0.15007519721984863)","(' the', 0.0026381209027022123)",3,"[(' the', 0.0043119643814861774), (' the', 0.00018124355119653046), (' the', 0.0003234575560782105), (' the', 0.0012311585014685988), (' the', 0.0001265630271518603), (' the', 0.0008727358654141426), (' the', 0.00448713218793273), (' the', 0.0009093231055885553), (' the', 0.00023343850625678897), (' the', 0.0006149830296635628), (' the', 0.0038327036891132593), (' the', 0.0029553778003901243), (' the', 0.0006897689308971167), (' the', 0.0017340196063742042), (' the', 0.0007555005140602589), (' the', 0.0005808513378724456), (' the', 0.0011629447108134627), (' the', 0.0016910625854507089), (' the', 0.0015117782168090343), (' the', 8.837183122523129e-05), (' the', 0.006053118035197258), (' the', 0.0015143955824896693), (' the', 0.00027467962354421616), (' the', 0.0020932811312377453)]"
662,6648,"(' French', 0.15007519721984863)","(' the', 0.0026381209027022123)",4,"[(' the', 0.00024498498532921076), (' the', 0.0021445387974381447), (' the', 0.015988413244485855), (' the', 0.002667064778506756), (' the', 0.004156170412898064), (' the', 0.023990392684936523), (' the', 0.004105998203158379), (' the', 0.012501717545092106), (' the', 0.004687583539634943), (' the', 0.008445044979453087), (' the', 0.008457042276859283), (' the', 0.017198707908391953), (' the', 0.006840620655566454), (' the', 0.010762600228190422), (' the', 0.0017913640476763248), (' the', 0.008695177733898163), (' the', 0.0014612722443416715), (' the', 0.009074886329472065), (' the', 0.006341183558106422), (' the', 0.006133476737886667), (' the', 0.004533371888101101), (' the', 0.005239259451627731), (' the', 0.001913548563607037), (' the', 0.0018182748463004827)]"
